  Time (min)    V neg      V pos       Cur (A/m2)    Temp (C)   Heat Gen (W/m3)
   2.552667         NaN         NaN         NaN           NaN             NaN
   2.553000         NaN         NaN         NaN           NaN             NaN
   2.553333         NaN         NaN         NaN           NaN             NaN
   2.553667         NaN         NaN         NaN           NaN             NaN
   2.554000         NaN         NaN         NaN           NaN             NaN
   2.554333         NaN         NaN         NaN           NaN             NaN
   2.554667         NaN         NaN         NaN           NaN             NaN
   2.555000         NaN         NaN         NaN           NaN             NaN
   2.555333         NaN         NaN         NaN           NaN             NaN
   2.555667         NaN         NaN         NaN           NaN             NaN
   2.556000         NaN         NaN         NaN           NaN             NaN
   2.556333         NaN         NaN         NaN           NaN             NaN
   2.556667         NaN         NaN         NaN           NaN             NaN
   2.557000         NaN         NaN         NaN           NaN             NaN
   2.557333         NaN         NaN         NaN           NaN             NaN
   2.557667         NaN         NaN         NaN           NaN             NaN
   2.558000         NaN         NaN         NaN           NaN             NaN
   2.558333         NaN         NaN         NaN           NaN             NaN
   2.558667         NaN         NaN         NaN           NaN             NaN
   2.559000         NaN         NaN         NaN           NaN             NaN
   2.559333         NaN         NaN         NaN           NaN             NaN
   2.559667         NaN         NaN         NaN           NaN             NaN
   2.560000         NaN         NaN         NaN           NaN             NaN
   2.560333         NaN         NaN         NaN           NaN             NaN
   2.560667         NaN         NaN         NaN           NaN             NaN
   2.561000         NaN         NaN         NaN           NaN             NaN
   2.561333         NaN         NaN         NaN           NaN             NaN
   2.561667         NaN         NaN         NaN           NaN             NaN
   2.562000         NaN         NaN         NaN           NaN             NaN
   2.562333         NaN         NaN         NaN           NaN             NaN
   2.562667         NaN         NaN         NaN           NaN             NaN
   2.563000         NaN         NaN         NaN           NaN             NaN
   2.563333         NaN         NaN         NaN           NaN             NaN
   2.563667         NaN         NaN         NaN           NaN             NaN
   2.564000         NaN         NaN         NaN           NaN             NaN
   2.564333         NaN         NaN         NaN           NaN             NaN
   2.564667         NaN         NaN         NaN           NaN             NaN
   2.565000         NaN         NaN         NaN           NaN             NaN
   2.565333         NaN         NaN         NaN           NaN             NaN
   2.565667         NaN         NaN         NaN           NaN             NaN
   2.566000         NaN         NaN         NaN           NaN             NaN
   2.566333         NaN         NaN         NaN           NaN             NaN
   2.566667         NaN         NaN         NaN           NaN             NaN
   2.567000         NaN         NaN         NaN           NaN             NaN
   2.567333         NaN         NaN         NaN           NaN             NaN
   2.567667         NaN         NaN         NaN           NaN             NaN
   2.568000         NaN         NaN         NaN           NaN             NaN
   2.568333         NaN         NaN         NaN           NaN             NaN
   2.568667         NaN         NaN         NaN           NaN             NaN
   2.569000         NaN         NaN         NaN           NaN             NaN
   2.569333         NaN         NaN         NaN           NaN             NaN
   2.569667         NaN         NaN         NaN           NaN             NaN
   2.570000         NaN         NaN         NaN           NaN             NaN
   2.570333         NaN         NaN         NaN           NaN             NaN
   2.570667         NaN         NaN         NaN           NaN             NaN
   2.571000         NaN         NaN         NaN           NaN             NaN
   2.571333         NaN         NaN         NaN           NaN             NaN
   2.571667         NaN         NaN         NaN           NaN             NaN
   2.572000         NaN         NaN         NaN           NaN             NaN
   2.572333         NaN         NaN         NaN           NaN             NaN
   2.572667         NaN         NaN         NaN           NaN             NaN
   2.573000         NaN         NaN         NaN           NaN             NaN
   2.573333         NaN         NaN         NaN           NaN             NaN
   2.573667         NaN         NaN         NaN           NaN             NaN
   2.574000         NaN         NaN         NaN           NaN             NaN
   2.574333         NaN         NaN         NaN           NaN             NaN
   2.574667         NaN         NaN         NaN           NaN             NaN
   2.575000         NaN         NaN         NaN           NaN             NaN
   2.575333         NaN         NaN         NaN           NaN             NaN
   2.575667         NaN         NaN         NaN           NaN             NaN
   2.576000         NaN         NaN         NaN           NaN             NaN
   2.576333         NaN         NaN         NaN           NaN             NaN
   2.576667         NaN         NaN         NaN           NaN             NaN
   2.577000         NaN         NaN         NaN           NaN             NaN
   2.577333         NaN         NaN         NaN           NaN             NaN
   2.577667         NaN         NaN         NaN           NaN             NaN
   2.578000         NaN         NaN         NaN           NaN             NaN
   2.578333         NaN         NaN         NaN           NaN             NaN
   2.578667         NaN         NaN         NaN           NaN             NaN
   2.579000         NaN         NaN         NaN           NaN             NaN
   2.579333         NaN         NaN         NaN           NaN             NaN
   2.579667         NaN         NaN         NaN           NaN             NaN
   2.580000         NaN         NaN         NaN           NaN             NaN
   2.580333         NaN         NaN         NaN           NaN             NaN
   2.580667         NaN         NaN         NaN           NaN             NaN
   2.581000         NaN         NaN         NaN           NaN             NaN
   2.581333         NaN         NaN         NaN           NaN             NaN
   2.581667         NaN         NaN         NaN           NaN             NaN
   2.582000         NaN         NaN         NaN           NaN             NaN
   2.582333         NaN         NaN         NaN           NaN             NaN
   2.582667         NaN         NaN         NaN           NaN             NaN
   2.583000         NaN         NaN         NaN           NaN             NaN
   2.583333         NaN         NaN         NaN           NaN             NaN
   2.583667         NaN         NaN         NaN           NaN             NaN
   2.584000         NaN         NaN         NaN           NaN             NaN
   2.584333         NaN         NaN         NaN           NaN             NaN
   2.584667         NaN         NaN         NaN           NaN             NaN
   2.585000         NaN         NaN         NaN           NaN             NaN
   2.585333         NaN         NaN         NaN           NaN             NaN
   2.585667         NaN         NaN         NaN           NaN             NaN
   2.586000         NaN         NaN         NaN           NaN             NaN
   2.586333         NaN         NaN         NaN           NaN             NaN
   2.586667         NaN         NaN         NaN           NaN             NaN
   2.587000         NaN         NaN         NaN           NaN             NaN
   2.587333         NaN         NaN         NaN           NaN             NaN
   2.587667         NaN         NaN         NaN           NaN             NaN
   2.588000         NaN         NaN         NaN           NaN             NaN
   2.588333         NaN         NaN         NaN           NaN             NaN
   2.588667         NaN         NaN         NaN           NaN             NaN
   2.589000         NaN         NaN         NaN           NaN             NaN
   2.589333         NaN         NaN         NaN           NaN             NaN
   2.589667         NaN         NaN         NaN           NaN             NaN
   2.590000         NaN         NaN         NaN           NaN             NaN
   2.590333         NaN         NaN         NaN           NaN             NaN
   2.590667         NaN         NaN         NaN           NaN             NaN
   2.591000         NaN         NaN         NaN           NaN             NaN
   2.591333         NaN         NaN         NaN           NaN             NaN
   2.591667         NaN         NaN         NaN           NaN             NaN
   2.592000         NaN         NaN         NaN           NaN             NaN
   2.592333         NaN         NaN         NaN           NaN             NaN
   2.592667         NaN         NaN         NaN           NaN             NaN
   2.593000         NaN         NaN         NaN           NaN             NaN
   2.593333         NaN         NaN         NaN           NaN             NaN
   2.593667         NaN         NaN         NaN           NaN             NaN
   2.594000         NaN         NaN         NaN           NaN             NaN
   2.594333         NaN         NaN         NaN           NaN             NaN
   2.594667         NaN         NaN         NaN           NaN             NaN
   2.595000         NaN         NaN         NaN           NaN             NaN
   2.595333         NaN         NaN         NaN           NaN             NaN
   2.595667         NaN         NaN         NaN           NaN             NaN
   2.596000         NaN         NaN         NaN           NaN             NaN
   2.596333         NaN         NaN         NaN           NaN             NaN
   2.596667         NaN         NaN         NaN           NaN             NaN
   2.597000         NaN         NaN         NaN           NaN             NaN
   2.597333         NaN         NaN         NaN           NaN             NaN
   2.597667         NaN         NaN         NaN           NaN             NaN
   2.598000         NaN         NaN         NaN           NaN             NaN
   2.598333         NaN         NaN         NaN           NaN             NaN
   2.598667         NaN         NaN         NaN           NaN             NaN
   2.599000         NaN         NaN         NaN           NaN             NaN
   2.599333         NaN         NaN         NaN           NaN             NaN
   2.599667         NaN         NaN         NaN           NaN             NaN
   2.600000         NaN         NaN         NaN           NaN             NaN
   2.600333         NaN         NaN         NaN           NaN             NaN
   2.600667         NaN         NaN         NaN           NaN             NaN
   2.601000         NaN         NaN         NaN           NaN             NaN
   2.601333         NaN         NaN         NaN           NaN             NaN
   2.601667         NaN         NaN         NaN           NaN             NaN
   2.602000         NaN         NaN         NaN           NaN             NaN
   2.602333         NaN         NaN         NaN           NaN             NaN
   2.602667         NaN         NaN         NaN           NaN             NaN
   2.603000         NaN         NaN         NaN           NaN             NaN
   2.603333         NaN         NaN         NaN           NaN             NaN
   2.603667         NaN         NaN         NaN           NaN             NaN
   2.604000         NaN         NaN         NaN           NaN             NaN
   2.604333         NaN         NaN         NaN           NaN             NaN
   2.604667         NaN         NaN         NaN           NaN             NaN
   2.605000         NaN         NaN         NaN           NaN             NaN
   2.605333         NaN         NaN         NaN           NaN             NaN
   2.605667         NaN         NaN         NaN           NaN             NaN
   2.606000         NaN         NaN         NaN           NaN             NaN
   2.606333         NaN         NaN         NaN           NaN             NaN
   2.606667         NaN         NaN         NaN           NaN             NaN
   2.607000         NaN         NaN         NaN           NaN             NaN
   2.607333         NaN         NaN         NaN           NaN             NaN
   2.607667         NaN         NaN         NaN           NaN             NaN
   2.608000         NaN         NaN         NaN           NaN             NaN
   2.608333         NaN         NaN         NaN           NaN             NaN
   2.608667         NaN         NaN         NaN           NaN             NaN
   2.609000         NaN         NaN         NaN           NaN             NaN
   2.609333         NaN         NaN         NaN           NaN             NaN
   2.609667         NaN         NaN         NaN           NaN             NaN
   2.610000         NaN         NaN         NaN           NaN             NaN
   2.610333         NaN         NaN         NaN           NaN             NaN
   2.610667         NaN         NaN         NaN           NaN             NaN
   2.611000         NaN         NaN         NaN           NaN             NaN
   2.611333         NaN         NaN         NaN           NaN             NaN
   2.611667         NaN         NaN         NaN           NaN             NaN
   2.612000         NaN         NaN         NaN           NaN             NaN
   2.612333         NaN         NaN         NaN           NaN             NaN
   2.612667         NaN         NaN         NaN           NaN             NaN
   2.613000         NaN         NaN         NaN           NaN             NaN
   2.613333         NaN         NaN         NaN           NaN             NaN
   2.613667         NaN         NaN         NaN           NaN             NaN
   2.614000         NaN         NaN         NaN           NaN             NaN
   2.614333         NaN         NaN         NaN           NaN             NaN
   2.614667         NaN         NaN         NaN           NaN             NaN
   2.615000         NaN         NaN         NaN           NaN             NaN
   2.615333         NaN         NaN         NaN           NaN             NaN
   2.615667         NaN         NaN         NaN           NaN             NaN
   2.616000         NaN         NaN         NaN           NaN             NaN
   2.616333         NaN         NaN         NaN           NaN             NaN
   2.616667         NaN         NaN         NaN           NaN             NaN
   2.617000         NaN         NaN         NaN           NaN             NaN
   2.617333         NaN         NaN         NaN           NaN             NaN
   2.617667         NaN         NaN         NaN           NaN             NaN
   2.618000         NaN         NaN         NaN           NaN             NaN
   2.618333         NaN         NaN         NaN           NaN             NaN
   2.618667         NaN         NaN         NaN           NaN             NaN
   2.619000         NaN         NaN         NaN           NaN             NaN
   2.619333         NaN         NaN         NaN           NaN             NaN
   2.619667         NaN         NaN         NaN           NaN             NaN
   2.620000         NaN         NaN         NaN           NaN             NaN
   2.620333         NaN         NaN         NaN           NaN             NaN
   2.620667         NaN         NaN         NaN           NaN             NaN
   2.621000         NaN         NaN         NaN           NaN             NaN
   2.621333         NaN         NaN         NaN           NaN             NaN
   2.621667         NaN         NaN         NaN           NaN             NaN
   2.622000         NaN         NaN         NaN           NaN             NaN
   2.622333         NaN         NaN         NaN           NaN             NaN
   2.622667         NaN         NaN         NaN           NaN             NaN
   2.623000         NaN         NaN         NaN           NaN             NaN
   2.623333         NaN         NaN         NaN           NaN             NaN
   2.623667         NaN         NaN         NaN           NaN             NaN
   2.624000         NaN         NaN         NaN           NaN             NaN
   2.624333         NaN         NaN         NaN           NaN             NaN
   2.624667         NaN         NaN         NaN           NaN             NaN
   2.625000         NaN         NaN         NaN           NaN             NaN
   2.625333         NaN         NaN         NaN           NaN             NaN
   2.625667         NaN         NaN         NaN           NaN             NaN
   2.626000         NaN         NaN         NaN           NaN             NaN
   2.626333         NaN         NaN         NaN           NaN             NaN
   2.626667         NaN         NaN         NaN           NaN             NaN
   2.627000         NaN         NaN         NaN           NaN             NaN
   2.627333         NaN         NaN         NaN           NaN             NaN
   2.627667         NaN         NaN         NaN           NaN             NaN
   2.628000         NaN         NaN         NaN           NaN             NaN
   2.628333         NaN         NaN         NaN           NaN             NaN
   2.628667         NaN         NaN         NaN           NaN             NaN
   2.629000         NaN         NaN         NaN           NaN             NaN
   2.629333         NaN         NaN         NaN           NaN             NaN
   2.629667         NaN         NaN         NaN           NaN             NaN
   2.630000         NaN         NaN         NaN           NaN             NaN
   2.630333         NaN         NaN         NaN           NaN             NaN
   2.630667         NaN         NaN         NaN           NaN             NaN
   2.631000         NaN         NaN         NaN           NaN             NaN
   2.631333         NaN         NaN         NaN           NaN             NaN
   2.631667         NaN         NaN         NaN           NaN             NaN
   2.632000         NaN         NaN         NaN           NaN             NaN
   2.632333         NaN         NaN         NaN           NaN             NaN
   2.632667         NaN         NaN         NaN           NaN             NaN
   2.633000         NaN         NaN         NaN           NaN             NaN
   2.633333         NaN         NaN         NaN           NaN             NaN
   2.633667         NaN         NaN         NaN           NaN             NaN
   2.634000         NaN         NaN         NaN           NaN             NaN
   2.634333         NaN         NaN         NaN           NaN             NaN
   2.634667         NaN         NaN         NaN           NaN             NaN
   2.635000         NaN         NaN         NaN           NaN             NaN
   2.635333         NaN         NaN         NaN           NaN             NaN
   2.635667         NaN         NaN         NaN           NaN             NaN
   2.636000         NaN         NaN         NaN           NaN             NaN
   2.636333         NaN         NaN         NaN           NaN             NaN
   2.636667         NaN         NaN         NaN           NaN             NaN
   2.637000         NaN         NaN         NaN           NaN             NaN
   2.637333         NaN         NaN         NaN           NaN             NaN
   2.637667         NaN         NaN         NaN           NaN             NaN
   2.638000         NaN         NaN         NaN           NaN             NaN
   2.638333         NaN         NaN         NaN           NaN             NaN
   2.638667         NaN         NaN         NaN           NaN             NaN
   2.639000         NaN         NaN         NaN           NaN             NaN
   2.639333         NaN         NaN         NaN           NaN             NaN
   2.639667         NaN         NaN         NaN           NaN             NaN
   2.640000         NaN         NaN         NaN           NaN             NaN
   2.640333         NaN         NaN         NaN           NaN             NaN
   2.640667         NaN         NaN         NaN           NaN             NaN
   2.641000         NaN         NaN         NaN           NaN             NaN
   2.641333         NaN         NaN         NaN           NaN             NaN
   2.641667         NaN         NaN         NaN           NaN             NaN
   2.642000         NaN         NaN         NaN           NaN             NaN
   2.642333         NaN         NaN         NaN           NaN             NaN
   2.642667         NaN         NaN         NaN           NaN             NaN
   2.643000         NaN         NaN         NaN           NaN             NaN
   2.643333         NaN         NaN         NaN           NaN             NaN
   2.643667         NaN         NaN         NaN           NaN             NaN
   2.644000         NaN         NaN         NaN           NaN             NaN
   2.644333         NaN         NaN         NaN           NaN             NaN
   2.644667         NaN         NaN         NaN           NaN             NaN
   2.645000         NaN         NaN         NaN           NaN             NaN
   2.645333         NaN         NaN         NaN           NaN             NaN
   2.645667         NaN         NaN         NaN           NaN             NaN
   2.646000         NaN         NaN         NaN           NaN             NaN
   2.646333         NaN         NaN         NaN           NaN             NaN
   2.646667         NaN         NaN         NaN           NaN             NaN
   2.647000         NaN         NaN         NaN           NaN             NaN
   2.647333         NaN         NaN         NaN           NaN             NaN
   2.647667         NaN         NaN         NaN           NaN             NaN
   2.648000         NaN         NaN         NaN           NaN             NaN
   2.648333         NaN         NaN         NaN           NaN             NaN
   2.648667         NaN         NaN         NaN           NaN             NaN
   2.649000         NaN         NaN         NaN           NaN             NaN
   2.649333         NaN         NaN         NaN           NaN             NaN
   2.649667         NaN         NaN         NaN           NaN             NaN
   2.650000         NaN         NaN         NaN           NaN             NaN
   2.650333         NaN         NaN         NaN           NaN             NaN
   2.650667         NaN         NaN         NaN           NaN             NaN
   2.651000         NaN         NaN         NaN           NaN             NaN
   2.651333         NaN         NaN         NaN           NaN             NaN
   2.651667         NaN         NaN         NaN           NaN             NaN
   2.652000         NaN         NaN         NaN           NaN             NaN
   2.652333         NaN         NaN         NaN           NaN             NaN
   2.652667         NaN         NaN         NaN           NaN             NaN
   2.653000         NaN         NaN         NaN           NaN             NaN
   2.653333         NaN         NaN         NaN           NaN             NaN
   2.653667         NaN         NaN         NaN           NaN             NaN
   2.654000         NaN         NaN         NaN           NaN             NaN
   2.654333         NaN         NaN         NaN           NaN             NaN
   2.654667         NaN         NaN         NaN           NaN             NaN
   2.655000         NaN         NaN         NaN           NaN             NaN
   2.655333         NaN         NaN         NaN           NaN             NaN
   2.655667         NaN         NaN         NaN           NaN             NaN
   2.656000         NaN         NaN         NaN           NaN             NaN
   2.656333         NaN         NaN         NaN           NaN             NaN
   2.656667         NaN         NaN         NaN           NaN             NaN
   2.657000         NaN         NaN         NaN           NaN             NaN
   2.657333         NaN         NaN         NaN           NaN             NaN
   2.657667         NaN         NaN         NaN           NaN             NaN
   2.658000         NaN         NaN         NaN           NaN             NaN
   2.658333         NaN         NaN         NaN           NaN             NaN
   2.658667         NaN         NaN         NaN           NaN             NaN
   2.659000         NaN         NaN         NaN           NaN             NaN
   2.659333         NaN         NaN         NaN           NaN             NaN
   2.659667         NaN         NaN         NaN           NaN             NaN
   2.660000         NaN         NaN         NaN           NaN             NaN
   2.660333         NaN         NaN         NaN           NaN             NaN
   2.660667         NaN         NaN         NaN           NaN             NaN
   2.661000         NaN         NaN         NaN           NaN             NaN
   2.661333         NaN         NaN         NaN           NaN             NaN
   2.661667         NaN         NaN         NaN           NaN             NaN
   2.662000         NaN         NaN         NaN           NaN             NaN
   2.662333         NaN         NaN         NaN           NaN             NaN
   2.662667         NaN         NaN         NaN           NaN             NaN
   2.663000         NaN         NaN         NaN           NaN             NaN
   2.663333         NaN         NaN         NaN           NaN             NaN
   2.663667         NaN         NaN         NaN           NaN             NaN
   2.664000         NaN         NaN         NaN           NaN             NaN
   2.664333         NaN         NaN         NaN           NaN             NaN
   2.664667         NaN         NaN         NaN           NaN             NaN
   2.665000         NaN         NaN         NaN           NaN             NaN
   2.665333         NaN         NaN         NaN           NaN             NaN
   2.665667         NaN         NaN         NaN           NaN             NaN
   2.666000         NaN         NaN         NaN           NaN             NaN
   2.666333         NaN         NaN         NaN           NaN             NaN
   2.666667         NaN         NaN         NaN           NaN             NaN
   2.667000         NaN         NaN         NaN           NaN             NaN
   2.667333         NaN         NaN         NaN           NaN             NaN
   2.667667         NaN         NaN         NaN           NaN             NaN
   2.668000         NaN         NaN         NaN           NaN             NaN
   2.668333         NaN         NaN         NaN           NaN             NaN
   2.668667         NaN         NaN         NaN           NaN             NaN
   2.669000         NaN         NaN         NaN           NaN             NaN
   2.669333         NaN         NaN         NaN           NaN             NaN
   2.669667         NaN         NaN         NaN           NaN             NaN
   2.670000         NaN         NaN         NaN           NaN             NaN
   2.670333         NaN         NaN         NaN           NaN             NaN
   2.670667         NaN         NaN         NaN           NaN             NaN
   2.671000         NaN         NaN         NaN           NaN             NaN
   2.671333         NaN         NaN         NaN           NaN             NaN
   2.671667         NaN         NaN         NaN           NaN             NaN
   2.672000         NaN         NaN         NaN           NaN             NaN
   2.672333         NaN         NaN         NaN           NaN             NaN
   2.672667         NaN         NaN         NaN           NaN             NaN
   2.673000         NaN         NaN         NaN           NaN             NaN
   2.673333         NaN         NaN         NaN           NaN             NaN
   2.673667         NaN         NaN         NaN           NaN             NaN
   2.674000         NaN         NaN         NaN           NaN             NaN
   2.674333         NaN         NaN         NaN           NaN             NaN
   2.674667         NaN         NaN         NaN           NaN             NaN
   2.675000         NaN         NaN         NaN           NaN             NaN
   2.675333         NaN         NaN         NaN           NaN             NaN
   2.675667         NaN         NaN         NaN           NaN             NaN
   2.676000         NaN         NaN         NaN           NaN             NaN
   2.676333         NaN         NaN         NaN           NaN             NaN
   2.676667         NaN         NaN         NaN           NaN             NaN
   2.677000         NaN         NaN         NaN           NaN             NaN
   2.677333         NaN         NaN         NaN           NaN             NaN
   2.677667         NaN         NaN         NaN           NaN             NaN
   2.678000         NaN         NaN         NaN           NaN             NaN
   2.678333         NaN         NaN         NaN           NaN             NaN
   2.678667         NaN         NaN         NaN           NaN             NaN
   2.679000         NaN         NaN         NaN           NaN             NaN
   2.679333         NaN         NaN         NaN           NaN             NaN
   2.679667         NaN         NaN         NaN           NaN             NaN
   2.680000         NaN         NaN         NaN           NaN             NaN
   2.680333         NaN         NaN         NaN           NaN             NaN
   2.680667         NaN         NaN         NaN           NaN             NaN
   2.681000         NaN         NaN         NaN           NaN             NaN
   2.681333         NaN         NaN         NaN           NaN             NaN
   2.681667         NaN         NaN         NaN           NaN             NaN
   2.682000         NaN         NaN         NaN           NaN             NaN
   2.682333         NaN         NaN         NaN           NaN             NaN
   2.682667         NaN         NaN         NaN           NaN             NaN
   2.683000         NaN         NaN         NaN           NaN             NaN
   2.683333         NaN         NaN         NaN           NaN             NaN
   2.683667         NaN         NaN         NaN           NaN             NaN
   2.684000         NaN         NaN         NaN           NaN             NaN
   2.684333         NaN         NaN         NaN           NaN             NaN
   2.684667         NaN         NaN         NaN           NaN             NaN
   2.685000         NaN         NaN         NaN           NaN             NaN
   2.685333         NaN         NaN         NaN           NaN             NaN
   2.685667         NaN         NaN         NaN           NaN             NaN
   2.686000         NaN         NaN         NaN           NaN             NaN
   2.686333         NaN         NaN         NaN           NaN             NaN
   2.686667         NaN         NaN         NaN           NaN             NaN
   2.687000         NaN         NaN         NaN           NaN             NaN
   2.687333         NaN         NaN         NaN           NaN             NaN
   2.687667         NaN         NaN         NaN           NaN             NaN
   2.688000         NaN         NaN         NaN           NaN             NaN
   2.688333         NaN         NaN         NaN           NaN             NaN
   2.688667         NaN         NaN         NaN           NaN             NaN
   2.689000         NaN         NaN         NaN           NaN             NaN
   2.689333         NaN         NaN         NaN           NaN             NaN
   2.689667         NaN         NaN         NaN           NaN             NaN
   2.690000         NaN         NaN         NaN           NaN             NaN
   2.690333         NaN         NaN         NaN           NaN             NaN
   2.690667         NaN         NaN         NaN           NaN             NaN
   2.691000         NaN         NaN         NaN           NaN             NaN
   2.691333         NaN         NaN         NaN           NaN             NaN
   2.691667         NaN         NaN         NaN           NaN             NaN
   2.692000         NaN         NaN         NaN           NaN             NaN
   2.692333         NaN         NaN         NaN           NaN             NaN
   2.692667         NaN         NaN         NaN           NaN             NaN
   2.693000         NaN         NaN         NaN           NaN             NaN
   2.693333         NaN         NaN         NaN           NaN             NaN
   2.693667         NaN         NaN         NaN           NaN             NaN
   2.694000         NaN         NaN         NaN           NaN             NaN
   2.694333         NaN         NaN         NaN           NaN             NaN
   2.694667         NaN         NaN         NaN           NaN             NaN
   2.695000         NaN         NaN         NaN           NaN             NaN
   2.695333         NaN         NaN         NaN           NaN             NaN
   2.695667         NaN         NaN         NaN           NaN             NaN
   2.696000         NaN         NaN         NaN           NaN             NaN
   2.696333         NaN         NaN         NaN           NaN             NaN
   2.696667         NaN         NaN         NaN           NaN             NaN
   2.697000         NaN         NaN         NaN           NaN             NaN
   2.697333         NaN         NaN         NaN           NaN             NaN
   2.697667         NaN         NaN         NaN           NaN             NaN
   2.698000         NaN         NaN         NaN           NaN             NaN
   2.698333         NaN         NaN         NaN           NaN             NaN
   2.698667         NaN         NaN         NaN           NaN             NaN
   2.699000         NaN         NaN         NaN           NaN             NaN
   2.699333         NaN         NaN         NaN           NaN             NaN
   2.699667         NaN         NaN         NaN           NaN             NaN
   2.700000         NaN         NaN         NaN           NaN             NaN
   2.700333         NaN         NaN         NaN           NaN             NaN
   2.700667         NaN         NaN         NaN           NaN             NaN
   2.701000         NaN         NaN         NaN           NaN             NaN
   2.701333         NaN         NaN         NaN           NaN             NaN
   2.701667         NaN         NaN         NaN           NaN             NaN
   2.702000         NaN         NaN         NaN           NaN             NaN
   2.702333         NaN         NaN         NaN           NaN             NaN
   2.702667         NaN         NaN         NaN           NaN             NaN
   2.703000         NaN         NaN         NaN           NaN             NaN
   2.703333         NaN         NaN         NaN           NaN             NaN
   2.703667         NaN         NaN         NaN           NaN             NaN
   2.704000         NaN         NaN         NaN           NaN             NaN
   2.704333         NaN         NaN         NaN           NaN             NaN
   2.704667         NaN         NaN         NaN           NaN             NaN
   2.705000         NaN         NaN         NaN           NaN             NaN
   2.705333         NaN         NaN         NaN           NaN             NaN
   2.705667         NaN         NaN         NaN           NaN             NaN
   2.706000         NaN         NaN         NaN           NaN             NaN
   2.706333         NaN         NaN         NaN           NaN             NaN
   2.706667         NaN         NaN         NaN           NaN             NaN
   2.707000         NaN         NaN         NaN           NaN             NaN
   2.707333         NaN         NaN         NaN           NaN             NaN
   2.707667         NaN         NaN         NaN           NaN             NaN
   2.708000         NaN         NaN         NaN           NaN             NaN
   2.708333         NaN         NaN         NaN           NaN             NaN
   2.708667         NaN         NaN         NaN           NaN             NaN
   2.709000         NaN         NaN         NaN           NaN             NaN
   2.709333         NaN         NaN         NaN           NaN             NaN
   2.709667         NaN         NaN         NaN           NaN             NaN
   2.710000         NaN         NaN         NaN           NaN             NaN
   2.710333         NaN         NaN         NaN           NaN             NaN
   2.710667         NaN         NaN         NaN           NaN             NaN
   2.711000         NaN         NaN         NaN           NaN             NaN
   2.711333         NaN         NaN         NaN           NaN             NaN
   2.711667         NaN         NaN         NaN           NaN             NaN
   2.712000         NaN         NaN         NaN           NaN             NaN
   2.712333         NaN         NaN         NaN           NaN             NaN
   2.712667         NaN         NaN         NaN           NaN             NaN
   2.713000         NaN         NaN         NaN           NaN             NaN
   2.713333         NaN         NaN         NaN           NaN             NaN
   2.713667         NaN         NaN         NaN           NaN             NaN
   2.714000         NaN         NaN         NaN           NaN             NaN
   2.714333         NaN         NaN         NaN           NaN             NaN
   2.714667         NaN         NaN         NaN           NaN             NaN
   2.715000         NaN         NaN         NaN           NaN             NaN
   2.715333         NaN         NaN         NaN           NaN             NaN
   2.715667         NaN         NaN         NaN           NaN             NaN
   2.716000         NaN         NaN         NaN           NaN             NaN
   2.716333         NaN         NaN         NaN           NaN             NaN
   2.716667         NaN         NaN         NaN           NaN             NaN
   2.717000         NaN         NaN         NaN           NaN             NaN
   2.717333         NaN         NaN         NaN           NaN             NaN
   2.717667         NaN         NaN         NaN           NaN             NaN
   2.718000         NaN         NaN         NaN           NaN             NaN
   2.718333         NaN         NaN         NaN           NaN             NaN
   2.718667         NaN         NaN         NaN           NaN             NaN
   2.719000         NaN         NaN         NaN           NaN             NaN
   2.719333         NaN         NaN         NaN           NaN             NaN
   2.719667         NaN         NaN         NaN           NaN             NaN
   2.720000         NaN         NaN         NaN           NaN             NaN
   2.720333         NaN         NaN         NaN           NaN             NaN
   2.720667         NaN         NaN         NaN           NaN             NaN
   2.721000         NaN         NaN         NaN           NaN             NaN
   2.721333         NaN         NaN         NaN           NaN             NaN
   2.721667         NaN         NaN         NaN           NaN             NaN
   2.722000         NaN         NaN         NaN           NaN             NaN
   2.722333         NaN         NaN         NaN           NaN             NaN
   2.722667         NaN         NaN         NaN           NaN             NaN
   2.723000         NaN         NaN         NaN           NaN             NaN
   2.723333         NaN         NaN         NaN           NaN             NaN
   2.723667         NaN         NaN         NaN           NaN             NaN
   2.724000         NaN         NaN         NaN           NaN             NaN
   2.724333         NaN         NaN         NaN           NaN             NaN
   2.724667         NaN         NaN         NaN           NaN             NaN
   2.725000         NaN         NaN         NaN           NaN             NaN
   2.725333         NaN         NaN         NaN           NaN             NaN
   2.725667         NaN         NaN         NaN           NaN             NaN
   2.726000         NaN         NaN         NaN           NaN             NaN
   2.726333         NaN         NaN         NaN           NaN             NaN
   2.726667         NaN         NaN         NaN           NaN             NaN
   2.727000         NaN         NaN         NaN           NaN             NaN
   2.727333         NaN         NaN         NaN           NaN             NaN
   2.727667         NaN         NaN         NaN           NaN             NaN
   2.728000         NaN         NaN         NaN           NaN             NaN
   2.728333         NaN         NaN         NaN           NaN             NaN
   2.728667         NaN         NaN         NaN           NaN             NaN
   2.729000         NaN         NaN         NaN           NaN             NaN
   2.729333         NaN         NaN         NaN           NaN             NaN
   2.729667         NaN         NaN         NaN           NaN             NaN
   2.730000         NaN         NaN         NaN           NaN             NaN
   2.730333         NaN         NaN         NaN           NaN             NaN
   2.730667         NaN         NaN         NaN           NaN             NaN
   2.731000         NaN         NaN         NaN           NaN             NaN
